id,name,license_plate,status,status
D_521,Driver_80,ABC710XYZ,on-duty,on-duty
D_522,Driver_54,ABC809XYZ,available,available
D_523,Driver_72,ABC495XYZ,available,available
D_524,Driver_30,ABC738XYZ,off-duty,off-duty
D_525,Driver_97,ABC767XYZ,available,available
D_526,Driver_35,ABC993XYZ,available,available
D_527,Driver_34,ABC879XYZ,available,available
D_528,Driver_34,ABC215XYZ,off-duty,off-duty
D_529,Driver_45,ABC970XYZ,off-duty,off-duty
D_530,Driver_44,ABC664XYZ,available,available
D_531,Driver_40,ABC116XYZ,available,available
D_532,Driver_32,ABC690XYZ,available,available
D_533,Driver_49,ABC354XYZ,available,available
D_534,Driver_83,ABC673XYZ,off-duty,off-duty
D_535,Driver_95,ABC235XYZ,off-duty,off-duty
D_536,Driver_36,ABC348XYZ,on-duty,on-duty
D_537,Driver_33,ABC653XYZ,available,available
D_538,Driver_20,ABC860XYZ,off-duty,off-duty
D_539,Driver_40,ABC345XYZ,on-duty,on-duty
D_540,Driver_85,ABC464XYZ,off-duty,off-duty
D_541,Driver_43,ABC378XYZ,on-duty,on-duty
D_542,Driver_4,ABC606XYZ,available,available
D_543,Driver_88,ABC204XYZ,available,available
D_544,Driver_53,ABC529XYZ,on-duty,on-duty
D_545,Driver_75,ABC387XYZ,off-duty,off-duty
D_546,Driver_7,ABC874XYZ,available,available
D_547,Driver_45,ABC994XYZ,off-duty,off-duty
D_548,Driver_24,ABC234XYZ,on-duty,on-duty
D_549,Driver_48,ABC451XYZ,available,available
D_550,Driver_29,ABC905XYZ,available,available
D_551,Driver_17,ABC341XYZ,on-duty,on-duty
D_552,Driver_13,ABC454XYZ,on-duty,on-duty
D_553,Driver_45,ABC185XYZ,on-duty,on-duty
D_554,Driver_63,ABC111XYZ,on-duty,on-duty
D_555,Driver_4,ABC981XYZ,on-duty,on-duty
D_556,Driver_29,ABC160XYZ,off-duty,off-duty
D_557,Driver_74,ABC308XYZ,off-duty,off-duty
D_558,Driver_5,ABC364XYZ,on-duty,on-duty
D_559,Driver_41,ABC290XYZ,available,available
D_560,Driver_4,ABC663XYZ,on-duty,on-duty
D_561,Driver_62,ABC183XYZ,off-duty,off-duty
D_562,Driver_58,ABC833XYZ,off-duty,off-duty
D_563,Driver_23,ABC696XYZ,available,available
D_564,Driver_66,ABC904XYZ,on-duty,on-duty
D_565,Driver_15,ABC755XYZ,on-duty,on-duty
D_566,Driver_88,ABC215XYZ,available,available
D_567,Driver_73,ABC458XYZ,off-duty,off-duty
D_568,Driver_31,ABC185XYZ,on-duty,on-duty
D_569,Driver_97,ABC476XYZ,on-duty,on-duty
D_570,Driver_95,ABC423XYZ,off-duty,off-duty
D_571,Driver_33,ABC764XYZ,available,available
D_572,Driver_95,ABC182XYZ,off-duty,off-duty
D_573,Driver_59,ABC147XYZ,off-duty,off-duty
D_574,Driver_99,ABC702XYZ,available,available
D_575,Driver_73,ABC617XYZ,on-duty,on-duty
D_576,Driver_36,ABC977XYZ,off-duty,off-duty
D_577,Driver_22,ABC562XYZ,available,available
D_578,Driver_97,ABC500XYZ,on-duty,on-duty
D_579,Driver_80,ABC898XYZ,available,available
D_580,Driver_86,ABC455XYZ,on-duty,on-duty
D_581,Driver_21,ABC923XYZ,available,available
D_582,Driver_48,ABC749XYZ,on-duty,on-duty
D_583,Driver_89,ABC971XYZ,off-duty,off-duty
D_584,Driver_71,ABC991XYZ,on-duty,on-duty
D_585,Driver_66,ABC767XYZ,available,available
D_586,Driver_6,ABC981XYZ,on-duty,on-duty
D_587,Driver_47,ABC881XYZ,off-duty,off-duty
D_588,Driver_100,ABC301XYZ,on-duty,on-duty
D_589,Driver_4,ABC899XYZ,off-duty,off-duty
D_590,Driver_28,ABC496XYZ,on-duty,on-duty
D_591,Driver_59,ABC679XYZ,off-duty,off-duty
D_592,Driver_92,ABC379XYZ,off-duty,off-duty
D_593,Driver_70,ABC377XYZ,available,available
D_594,Driver_16,ABC727XYZ,off-duty,off-duty
D_595,Driver_63,ABC765XYZ,off-duty,off-duty
D_596,Driver_65,ABC508XYZ,on-duty,on-duty
D_597,Driver_73,ABC128XYZ,on-duty,on-duty
D_598,Driver_66,ABC716XYZ,available,available
D_599,Driver_15,ABC940XYZ,available,available
D_600,Driver_82,ABC370XYZ,on-duty,on-duty
D_601,Driver_67,ABC653XYZ,on-duty,on-duty
D_602,Driver_37,ABC523XYZ,on-duty,on-duty
D_603,Driver_77,ABC607XYZ,off-duty,off-duty
D_604,Driver_54,ABC980XYZ,off-duty,off-duty
D_605,Driver_83,ABC472XYZ,on-duty,on-duty
D_606,Driver_98,ABC414XYZ,available,available
D_607,Driver_89,ABC325XYZ,available,available
D_608,Driver_94,ABC393XYZ,on-duty,on-duty
D_609,Driver_33,ABC624XYZ,off-duty,off-duty
D_610,Driver_48,ABC178XYZ,on-duty,on-duty
D_611,Driver_46,ABC856XYZ,off-duty,off-duty
D_612,Driver_13,ABC195XYZ,on-duty,on-duty
D_613,Driver_34,ABC441XYZ,available,available
D_614,Driver_29,ABC278XYZ,available,available
D_615,Driver_95,ABC721XYZ,available,available
D_616,Driver_69,ABC524XYZ,on-duty,on-duty
D_617,Driver_84,ABC552XYZ,on-duty,on-duty
D_618,Driver_72,ABC690XYZ,off-duty,off-duty
D_619,Driver_83,ABC119XYZ,available,available
D_620,Driver_82,ABC248XYZ,available,available
D_621,Driver_31,ABC528XYZ,on-duty,on-duty
D_622,Driver_97,ABC375XYZ,off-duty,off-duty
D_623,Driver_6,ABC272XYZ,available,available
D_624,Driver_58,ABC372XYZ,on-duty,on-duty
D_625,Driver_85,ABC741XYZ,off-duty,off-duty
D_626,Driver_87,ABC832XYZ,available,available
D_627,Driver_81,ABC781XYZ,on-duty,on-duty
D_628,Driver_90,ABC370XYZ,available,available
D_629,Driver_25,ABC183XYZ,off-duty,off-duty
D_630,Driver_64,ABC519XYZ,off-duty,off-duty
D_631,Driver_18,ABC618XYZ,available,available
D_632,Driver_38,ABC669XYZ,off-duty,off-duty
D_633,Driver_9,ABC545XYZ,on-duty,on-duty
D_634,Driver_38,ABC492XYZ,off-duty,off-duty
D_635,Driver_67,ABC603XYZ,off-duty,off-duty
D_636,Driver_51,ABC591XYZ,off-duty,off-duty
D_637,Driver_70,ABC252XYZ,on-duty,on-duty
D_638,Driver_99,ABC708XYZ,available,available
D_639,Driver_50,ABC834XYZ,available,available
D_640,Driver_21,ABC876XYZ,on-duty,on-duty
D_641,Driver_7,ABC212XYZ,available,available
D_642,Driver_48,ABC643XYZ,off-duty,off-duty
D_643,Driver_97,ABC673XYZ,available,available
D_644,Driver_74,ABC893XYZ,available,available
D_645,Driver_30,ABC601XYZ,available,available
D_646,Driver_45,ABC963XYZ,on-duty,on-duty
D_647,Driver_46,ABC276XYZ,available,available
D_648,Driver_88,ABC452XYZ,on-duty,on-duty
D_649,Driver_81,ABC828XYZ,on-duty,on-duty
D_650,Driver_30,ABC208XYZ,off-duty,off-duty
D_651,Driver_90,ABC197XYZ,on-duty,on-duty
D_652,Driver_78,ABC529XYZ,available,available
D_653,Driver_3,ABC327XYZ,off-duty,off-duty
D_654,Driver_38,ABC181XYZ,on-duty,on-duty
D_655,Driver_88,ABC359XYZ,off-duty,off-duty
D_656,Driver_20,ABC898XYZ,off-duty,off-duty
D_657,Driver_66,ABC593XYZ,off-duty,off-duty
D_658,Driver_43,ABC754XYZ,available,available
D_659,Driver_60,ABC416XYZ,on-duty,on-duty
D_660,Driver_63,ABC578XYZ,on-duty,on-duty
D_661,Driver_90,ABC598XYZ,off-duty,off-duty
D_662,Driver_98,ABC130XYZ,on-duty,on-duty
D_663,Driver_54,ABC273XYZ,off-duty,off-duty
D_664,Driver_61,ABC693XYZ,off-duty,off-duty
D_665,Driver_74,ABC191XYZ,off-duty,off-duty
D_666,Driver_35,ABC329XYZ,available,available
D_667,Driver_76,ABC760XYZ,available,available
D_668,Driver_77,ABC608XYZ,on-duty,on-duty
D_669,Driver_72,ABC324XYZ,off-duty,off-duty
D_670,Driver_93,ABC784XYZ,available,available
D_671,Driver_55,ABC578XYZ,on-duty,on-duty
D_672,Driver_5,ABC421XYZ,on-duty,on-duty
D_673,Driver_12,ABC947XYZ,on-duty,on-duty
D_674,Driver_90,ABC706XYZ,off-duty,off-duty
D_675,Driver_54,ABC517XYZ,on-duty,on-duty
D_676,Driver_24,ABC893XYZ,available,available
D_677,Driver_49,ABC236XYZ,on-duty,on-duty
D_678,Driver_56,ABC584XYZ,available,available
D_679,Driver_86,ABC512XYZ,on-duty,on-duty
D_680,Driver_10,ABC604XYZ,off-duty,off-duty
D_681,Driver_47,ABC634XYZ,on-duty,on-duty
D_682,Driver_98,ABC930XYZ,on-duty,on-duty
D_683,Driver_92,ABC694XYZ,off-duty,off-duty
D_684,Driver_97,ABC706XYZ,available,available
D_685,Driver_82,ABC800XYZ,on-duty,on-duty
D_686,Driver_73,ABC798XYZ,available,available
D_687,Driver_95,ABC261XYZ,off-duty,off-duty
D_688,Driver_18,ABC168XYZ,on-duty,on-duty
D_689,Driver_10,ABC762XYZ,on-duty,on-duty
D_690,Driver_24,ABC823XYZ,off-duty,off-duty
D_691,Driver_69,ABC253XYZ,on-duty,on-duty
D_692,Driver_4,ABC863XYZ,off-duty,off-duty
D_693,Driver_39,ABC954XYZ,available,available
D_694,Driver_80,ABC539XYZ,on-duty,on-duty
D_695,Driver_9,ABC483XYZ,on-duty,on-duty
D_696,Driver_19,ABC574XYZ,on-duty,on-duty
D_697,Driver_95,ABC639XYZ,on-duty,on-duty
D_698,Driver_53,ABC193XYZ,off-duty,off-duty
D_699,Driver_73,ABC973XYZ,on-duty,on-duty
D_700,Driver_15,ABC547XYZ,on-duty,on-duty
D_701,Driver_45,ABC458XYZ,on-duty,on-duty
D_702,Driver_9,ABC590XYZ,off-duty,off-duty
D_703,Driver_13,ABC987XYZ,off-duty,off-duty
D_704,Driver_70,ABC268XYZ,on-duty,on-duty
D_705,Driver_14,ABC577XYZ,off-duty,off-duty
D_706,Driver_55,ABC403XYZ,on-duty,on-duty
D_707,Driver_66,ABC298XYZ,on-duty,on-duty
D_708,Driver_88,ABC711XYZ,off-duty,off-duty
D_709,Driver_82,ABC378XYZ,available,available
D_710,Driver_66,ABC960XYZ,available,available
D_711,Driver_55,ABC162XYZ,on-duty,on-duty
D_712,Driver_7,ABC915XYZ,available,available
D_713,Driver_8,ABC629XYZ,off-duty,off-duty
D_714,Driver_27,ABC473XYZ,on-duty,on-duty
D_715,Driver_2,ABC552XYZ,on-duty,on-duty
D_716,Driver_75,ABC953XYZ,available,available
D_717,Driver_79,ABC413XYZ,available,available
D_718,Driver_79,ABC452XYZ,available,available
D_719,Driver_95,ABC751XYZ,available,available
D_720,Driver_54,ABC817XYZ,on-duty,on-duty
D_721,Driver_47,ABC484XYZ,on-duty,on-duty
D_722,Driver_23,ABC491XYZ,available,available
D_723,Driver_43,ABC743XYZ,available,available
D_724,Driver_57,ABC462XYZ,off-duty,off-duty
D_725,Driver_1,ABC958XYZ,off-duty,off-duty
D_726,Driver_63,ABC834XYZ,off-duty,off-duty
D_727,Driver_15,ABC440XYZ,available,available
D_728,Driver_69,ABC799XYZ,on-duty,on-duty
D_729,Driver_47,ABC667XYZ,available,available
D_730,Driver_73,ABC865XYZ,available,available
D_731,Driver_31,ABC203XYZ,available,available
D_732,Driver_95,ABC911XYZ,off-duty,off-duty
D_733,Driver_60,ABC482XYZ,off-duty,off-duty
D_734,Driver_96,ABC962XYZ,off-duty,off-duty
D_735,Driver_47,ABC995XYZ,off-duty,off-duty
D_736,Driver_71,ABC846XYZ,on-duty,on-duty
D_737,Driver_67,ABC658XYZ,on-duty,on-duty
D_738,Driver_41,ABC796XYZ,on-duty,on-duty
D_739,Driver_89,ABC561XYZ,available,available
D_740,Driver_42,ABC846XYZ,available,available
D_741,Driver_27,ABC418XYZ,available,available
D_742,Driver_14,ABC888XYZ,available,available
D_743,Driver_59,ABC615XYZ,on-duty,on-duty
D_744,Driver_17,ABC136XYZ,off-duty,off-duty
D_745,Driver_21,ABC999XYZ,off-duty,off-duty
D_746,Driver_63,ABC265XYZ,off-duty,off-duty
D_747,Driver_7,ABC419XYZ,on-duty,on-duty
D_748,Driver_61,ABC481XYZ,on-duty,on-duty
D_749,Driver_34,ABC708XYZ,on-duty,on-duty
D_750,Driver_78,ABC814XYZ,off-duty,off-duty
D_751,Driver_14,ABC346XYZ,off-duty,off-duty
D_752,Driver_65,ABC467XYZ,available,available
D_753,Driver_71,ABC278XYZ,off-duty,off-duty
D_754,Driver_82,ABC362XYZ,on-duty,on-duty
D_755,Driver_78,ABC316XYZ,on-duty,on-duty
D_756,Driver_48,ABC512XYZ,on-duty,on-duty
D_757,Driver_46,ABC985XYZ,off-duty,off-duty
D_758,Driver_96,ABC179XYZ,off-duty,off-duty
D_759,Driver_87,ABC899XYZ,on-duty,on-duty
D_760,Driver_96,ABC245XYZ,on-duty,on-duty
D_761,Driver_86,ABC426XYZ,available,available
D_762,Driver_52,ABC724XYZ,on-duty,on-duty
D_763,Driver_97,ABC279XYZ,on-duty,on-duty
D_764,Driver_51,ABC832XYZ,on-duty,on-duty
D_765,Driver_93,ABC712XYZ,off-duty,off-duty
D_766,Driver_65,ABC470XYZ,off-duty,off-duty
D_767,Driver_14,ABC101XYZ,on-duty,on-duty
D_768,Driver_6,ABC327XYZ,off-duty,off-duty
D_769,Driver_80,ABC430XYZ,on-duty,on-duty
D_770,Driver_25,ABC319XYZ,on-duty,on-duty
D_771,Driver_94,ABC823XYZ,on-duty,on-duty
D_772,Driver_89,ABC359XYZ,on-duty,on-duty
D_773,Driver_64,ABC282XYZ,on-duty,on-duty
D_774,Driver_66,ABC699XYZ,off-duty,off-duty
D_775,Driver_83,ABC437XYZ,off-duty,off-duty
D_776,Driver_61,ABC369XYZ,on-duty,on-duty
D_777,Driver_41,ABC167XYZ,available,available
D_778,Driver_27,ABC921XYZ,on-duty,on-duty
D_779,Driver_1,ABC345XYZ,on-duty,on-duty
D_780,Driver_85,ABC340XYZ,available,available
D_781,Driver_4,ABC398XYZ,off-duty,off-duty
D_782,Driver_80,ABC756XYZ,on-duty,on-duty
D_783,Driver_83,ABC817XYZ,available,available
D_784,Driver_45,ABC237XYZ,on-duty,on-duty
D_785,Driver_88,ABC497XYZ,on-duty,on-duty
D_786,Driver_16,ABC907XYZ,available,available
D_787,Driver_60,ABC496XYZ,off-duty,off-duty
D_788,Driver_45,ABC145XYZ,off-duty,off-duty
D_789,Driver_13,ABC351XYZ,available,available
D_790,Driver_66,ABC608XYZ,on-duty,on-duty
D_791,Driver_21,ABC488XYZ,available,available
D_792,Driver_84,ABC530XYZ,available,available
D_793,Driver_54,ABC730XYZ,off-duty,off-duty
D_794,Driver_48,ABC403XYZ,available,available
D_795,Driver_25,ABC130XYZ,on-duty,on-duty
D_796,Driver_100,ABC385XYZ,available,available
D_797,Driver_67,ABC508XYZ,on-duty,on-duty
D_798,Driver_56,ABC749XYZ,off-duty,off-duty
D_799,Driver_70,ABC587XYZ,available,available
D_800,Driver_58,ABC596XYZ,available,available
D_801,Driver_58,ABC616XYZ,on-duty,on-duty
D_802,Driver_21,ABC405XYZ,on-duty,on-duty
D_803,Driver_3,ABC572XYZ,available,available
D_804,Driver_16,ABC597XYZ,available,available
D_805,Driver_90,ABC635XYZ,available,available
D_806,Driver_77,ABC170XYZ,off-duty,off-duty
D_807,Driver_15,ABC909XYZ,on-duty,on-duty
D_808,Driver_22,ABC947XYZ,on-duty,on-duty
D_809,Driver_64,ABC315XYZ,available,available
D_810,Driver_88,ABC357XYZ,off-duty,off-duty
D_811,Driver_88,ABC699XYZ,off-duty,off-duty
D_812,Driver_8,ABC440XYZ,off-duty,off-duty
D_813,Driver_86,ABC749XYZ,on-duty,on-duty
D_814,Driver_40,ABC386XYZ,off-duty,off-duty
D_815,Driver_67,ABC500XYZ,available,available
D_816,Driver_18,ABC769XYZ,off-duty,off-duty
D_817,Driver_59,ABC753XYZ,on-duty,on-duty
D_818,Driver_53,ABC790XYZ,on-duty,on-duty
D_819,Driver_2,ABC582XYZ,on-duty,on-duty
D_820,Driver_41,ABC770XYZ,off-duty,off-duty
D_821,Driver_60,ABC304XYZ,on-duty,on-duty
D_822,Driver_22,ABC521XYZ,on-duty,on-duty
D_823,Driver_46,ABC638XYZ,off-duty,off-duty
D_824,Driver_74,ABC585XYZ,on-duty,on-duty
D_825,Driver_5,ABC205XYZ,on-duty,on-duty
D_826,Driver_73,ABC947XYZ,available,available
D_827,Driver_17,ABC143XYZ,off-duty,off-duty
D_828,Driver_100,ABC563XYZ,available,available
D_829,Driver_87,ABC401XYZ,on-duty,on-duty
D_830,Driver_28,ABC510XYZ,available,available
D_831,Driver_57,ABC808XYZ,off-duty,off-duty
D_832,Driver_82,ABC911XYZ,off-duty,off-duty
D_833,Driver_56,ABC665XYZ,on-duty,on-duty
D_834,Driver_18,ABC911XYZ,on-duty,on-duty
D_835,Driver_64,ABC910XYZ,on-duty,on-duty
D_836,Driver_38,ABC189XYZ,on-duty,on-duty
D_837,Driver_87,ABC809XYZ,on-duty,on-duty
D_838,Driver_77,ABC360XYZ,available,available
D_839,Driver_50,ABC706XYZ,on-duty,on-duty
D_840,Driver_31,ABC924XYZ,available,available
D_841,Driver_33,ABC896XYZ,off-duty,off-duty
D_842,Driver_28,ABC848XYZ,on-duty,on-duty
D_843,Driver_93,ABC265XYZ,on-duty,on-duty
D_844,Driver_53,ABC874XYZ,off-duty,off-duty
D_845,Driver_23,ABC751XYZ,on-duty,on-duty
D_846,Driver_78,ABC488XYZ,off-duty,off-duty
D_847,Driver_15,ABC455XYZ,on-duty,on-duty
D_848,Driver_31,ABC527XYZ,on-duty,on-duty
D_849,Driver_70,ABC107XYZ,on-duty,on-duty
D_850,Driver_58,ABC462XYZ,available,available
D_851,Driver_91,ABC400XYZ,available,available
D_852,Driver_92,ABC375XYZ,on-duty,on-duty
D_853,Driver_52,ABC591XYZ,on-duty,on-duty
D_854,Driver_36,ABC524XYZ,off-duty,off-duty
D_855,Driver_60,ABC936XYZ,off-duty,off-duty
D_856,Driver_29,ABC967XYZ,off-duty,off-duty
D_857,Driver_38,ABC264XYZ,available,available
D_858,Driver_87,ABC645XYZ,on-duty,on-duty
D_859,Driver_85,ABC650XYZ,off-duty,off-duty
D_860,Driver_20,ABC676XYZ,off-duty,off-duty
D_861,Driver_99,ABC127XYZ,on-duty,on-duty
D_862,Driver_75,ABC711XYZ,on-duty,on-duty
D_863,Driver_63,ABC366XYZ,available,available
D_864,Driver_29,ABC235XYZ,on-duty,on-duty
D_865,Driver_23,ABC390XYZ,off-duty,off-duty
D_866,Driver_41,ABC856XYZ,on-duty,on-duty
D_867,Driver_22,ABC220XYZ,off-duty,off-duty
D_868,Driver_86,ABC121XYZ,off-duty,off-duty
D_869,Driver_81,ABC801XYZ,available,available
D_870,Driver_50,ABC128XYZ,off-duty,off-duty
D_871,Driver_79,ABC875XYZ,available,available
D_872,Driver_78,ABC847XYZ,available,available
D_873,Driver_21,ABC920XYZ,off-duty,off-duty
D_874,Driver_51,ABC901XYZ,off-duty,off-duty
D_875,Driver_36,ABC748XYZ,on-duty,on-duty
D_876,Driver_52,ABC317XYZ,on-duty,on-duty
D_877,Driver_29,ABC966XYZ,available,available
D_878,Driver_73,ABC493XYZ,on-duty,on-duty
D_879,Driver_100,ABC628XYZ,off-duty,off-duty
D_880,Driver_44,ABC949XYZ,off-duty,off-duty
D_881,Driver_34,ABC970XYZ,on-duty,on-duty
D_882,Driver_35,ABC858XYZ,off-duty,off-duty
D_883,Driver_57,ABC835XYZ,off-duty,off-duty
D_884,Driver_81,ABC617XYZ,off-duty,off-duty
D_885,Driver_23,ABC612XYZ,on-duty,on-duty
D_886,Driver_99,ABC311XYZ,on-duty,on-duty
D_887,Driver_31,ABC160XYZ,off-duty,off-duty
D_888,Driver_10,ABC974XYZ,off-duty,off-duty
D_889,Driver_94,ABC988XYZ,available,available
D_890,Driver_20,ABC641XYZ,on-duty,on-duty
D_891,Driver_97,ABC981XYZ,on-duty,on-duty
D_892,Driver_75,ABC796XYZ,off-duty,off-duty
D_893,Driver_40,ABC162XYZ,off-duty,off-duty
D_894,Driver_68,ABC658XYZ,on-duty,on-duty
D_895,Driver_73,ABC917XYZ,on-duty,on-duty
D_896,Driver_82,ABC236XYZ,off-duty,off-duty
D_897,Driver_97,ABC824XYZ,available,available
D_898,Driver_35,ABC782XYZ,off-duty,off-duty
D_899,Driver_100,ABC826XYZ,off-duty,off-duty
D_900,Driver_67,ABC130XYZ,off-duty,off-duty
D_901,Driver_20,ABC274XYZ,available,available
D_902,Driver_12,ABC208XYZ,off-duty,off-duty
D_903,Driver_8,ABC694XYZ,available,available
D_904,Driver_15,ABC439XYZ,on-duty,on-duty
D_905,Driver_95,ABC716XYZ,on-duty,on-duty
D_906,Driver_41,ABC890XYZ,available,available
D_907,Driver_63,ABC407XYZ,off-duty,off-duty
D_908,Driver_9,ABC357XYZ,available,available
D_909,Driver_94,ABC108XYZ,available,available
D_910,Driver_83,ABC850XYZ,on-duty,on-duty
D_911,Driver_12,ABC864XYZ,off-duty,off-duty
D_912,Driver_78,ABC717XYZ,on-duty,on-duty
D_913,Driver_98,ABC582XYZ,on-duty,on-duty
D_914,Driver_37,ABC208XYZ,available,available
D_915,Driver_17,ABC218XYZ,off-duty,off-duty
D_916,Driver_52,ABC330XYZ,off-duty,off-duty
D_917,Driver_13,ABC802XYZ,available,available
D_918,Driver_59,ABC221XYZ,available,available
D_919,Driver_8,ABC919XYZ,off-duty,off-duty
D_920,Driver_49,ABC688XYZ,on-duty,on-duty
D_921,Driver_34,ABC773XYZ,on-duty,on-duty
D_922,Driver_82,ABC721XYZ,available,available
D_923,Driver_94,ABC763XYZ,on-duty,on-duty
D_924,Driver_71,ABC558XYZ,on-duty,on-duty
D_925,Driver_47,ABC915XYZ,available,available
D_926,Driver_72,ABC511XYZ,off-duty,off-duty
D_927,Driver_50,ABC727XYZ,off-duty,off-duty
D_928,Driver_29,ABC752XYZ,off-duty,off-duty
D_929,Driver_45,ABC581XYZ,on-duty,on-duty
D_930,Driver_78,ABC939XYZ,available,available
D_931,Driver_17,ABC828XYZ,available,available
D_932,Driver_8,ABC324XYZ,available,available
D_933,Driver_53,ABC279XYZ,available,available
D_934,Driver_49,ABC313XYZ,available,available
D_935,Driver_21,ABC894XYZ,available,available
D_936,Driver_84,ABC100XYZ,available,available
D_937,Driver_97,ABC528XYZ,on-duty,on-duty
D_938,Driver_82,ABC637XYZ,off-duty,off-duty
D_939,Driver_48,ABC272XYZ,available,available
D_940,Driver_44,ABC527XYZ,available,available
D_941,Driver_100,ABC759XYZ,available,available
D_942,Driver_27,ABC236XYZ,available,available
D_943,Driver_98,ABC495XYZ,off-duty,off-duty
D_944,Driver_81,ABC246XYZ,available,available
D_945,Driver_41,ABC736XYZ,available,available
D_946,Driver_80,ABC104XYZ,off-duty,off-duty
D_947,Driver_30,ABC102XYZ,off-duty,off-duty
D_948,Driver_34,ABC528XYZ,off-duty,off-duty
D_949,Driver_98,ABC191XYZ,available,available
D_950,Driver_80,ABC310XYZ,available,available
D_951,Driver_14,ABC119XYZ,available,available
D_952,Driver_54,ABC249XYZ,available,available
D_953,Driver_52,ABC292XYZ,on-duty,on-duty
D_954,Driver_41,ABC177XYZ,available,available
D_955,Driver_77,ABC633XYZ,available,available
D_956,Driver_64,ABC979XYZ,off-duty,off-duty
D_957,Driver_9,ABC719XYZ,available,available
D_958,Driver_28,ABC668XYZ,off-duty,off-duty
D_959,Driver_18,ABC638XYZ,off-duty,off-duty
D_960,Driver_38,ABC856XYZ,available,available
D_961,Driver_24,ABC927XYZ,available,available
D_962,Driver_33,ABC941XYZ,off-duty,off-duty
D_963,Driver_46,ABC626XYZ,available,available
D_964,Driver_52,ABC645XYZ,on-duty,on-duty
D_965,Driver_17,ABC478XYZ,off-duty,off-duty
D_966,Driver_98,ABC795XYZ,off-duty,off-duty
D_967,Driver_69,ABC535XYZ,available,available
D_968,Driver_79,ABC694XYZ,available,available
D_969,Driver_29,ABC239XYZ,off-duty,off-duty
D_970,Driver_23,ABC445XYZ,on-duty,on-duty
D_971,Driver_20,ABC436XYZ,on-duty,on-duty
D_972,Driver_27,ABC929XYZ,on-duty,on-duty
D_973,Driver_78,ABC515XYZ,on-duty,on-duty
D_974,Driver_2,ABC849XYZ,on-duty,on-duty
D_975,Driver_68,ABC101XYZ,off-duty,off-duty
D_976,Driver_25,ABC970XYZ,off-duty,off-duty
D_977,Driver_23,ABC612XYZ,available,available
D_978,Driver_31,ABC445XYZ,off-duty,off-duty
D_979,Driver_47,ABC314XYZ,available,available
D_980,Driver_69,ABC243XYZ,on-duty,on-duty
D_981,Driver_14,ABC281XYZ,off-duty,off-duty
D_982,Driver_95,ABC246XYZ,off-duty,off-duty
D_983,Driver_30,ABC404XYZ,available,available
D_984,Driver_66,ABC404XYZ,available,available
D_985,Driver_61,ABC385XYZ,off-duty,off-duty
D_986,Driver_85,ABC273XYZ,off-duty,off-duty
D_987,Driver_77,ABC351XYZ,on-duty,on-duty
D_988,Driver_96,ABC534XYZ,available,available
D_989,Driver_97,ABC204XYZ,available,available
D_990,Driver_32,ABC575XYZ,available,available
D_991,Driver_51,ABC116XYZ,off-duty,off-duty
D_992,Driver_94,ABC833XYZ,off-duty,off-duty
D_993,Driver_2,ABC852XYZ,off-duty,off-duty
D_994,Driver_11,ABC778XYZ,available,available
D_995,Driver_76,ABC602XYZ,off-duty,off-duty
D_996,Driver_49,ABC896XYZ,off-duty,off-duty
D_997,Driver_13,ABC806XYZ,on-duty,on-duty
D_998,Driver_38,ABC287XYZ,off-duty,off-duty
D_999,Driver_2,ABC907XYZ,available,available
D_1000,Driver_37,ABC112XYZ,on-duty,on-duty
D_1001,Driver_49,ABC157XYZ,off-duty,off-duty
D_1002,Driver_57,ABC595XYZ,on-duty,on-duty
D_1003,Driver_33,ABC617XYZ,on-duty,on-duty
D_1004,Driver_17,ABC165XYZ,on-duty,on-duty
D_1005,Driver_98,ABC957XYZ,available,available
D_1006,Driver_98,ABC491XYZ,available,available
D_1007,Driver_24,ABC922XYZ,on-duty,on-duty
D_1008,Driver_53,ABC957XYZ,available,available
D_1009,Driver_91,ABC355XYZ,available,available
D_1010,Driver_91,ABC922XYZ,on-duty,on-duty
D_1011,Driver_99,ABC316XYZ,off-duty,off-duty
D_1012,Driver_30,ABC310XYZ,on-duty,on-duty
D_1013,Driver_14,ABC118XYZ,on-duty,on-duty
D_1014,Driver_17,ABC434XYZ,available,available
D_1015,Driver_52,ABC904XYZ,on-duty,on-duty
D_1016,Driver_91,ABC699XYZ,on-duty,on-duty
D_1017,Driver_24,ABC978XYZ,off-duty,off-duty
D_1018,Driver_14,ABC521XYZ,available,available
D_1019,Driver_89,ABC830XYZ,off-duty,off-duty
D_1020,Driver_22,ABC175XYZ,available,available
D_1021,Driver_67,ABC476XYZ,available,available
D_1022,Driver_51,ABC709XYZ,on-duty,on-duty
D_1023,Driver_2,ABC347XYZ,on-duty,on-duty
D_1024,Driver_78,ABC944XYZ,on-duty,on-duty
D_1025,Driver_57,ABC906XYZ,available,available
